user_id,task_type,priority_level,completion_time,accuracy,quality_score,task_status,title,due_date
,Elevation Drawing,1,,,,unassigned,New Task 364,2025-05-30
,Floor Plan,1,,,,unassigned,New Task 365,
,Schematic Design,1,,,,unassigned,New Task 366,
,Door & Window Schedule,2,,,,unassigned,New Task 367,2025-05-17
,Interior Layout Plan,3,,,,unassigned,New Task 368,2025-05-19
,Schematic Design,3,,,,unassigned,New Task 369,2025-05-10
,Site Plan,3,,,,unassigned,New Task 370,2025-05-14
,Interior Layout Plan,2,,,,unassigned,New Task 371,2025-05-25
,Material Board,3,,,,unassigned,New Task 372,2025-05-13
,Roof Plan,2,,,,unassigned,New Task 373,2025-05-2
,General Specification,2,,,,unassigned,New Task 374,2025-05-18
,Landscape Plan,1,,,,unassigned,New Task 375,2025-05-1
,Technical Specification,3,,,,unassigned,New Task 376,2025-05-15
,Floor Plan,2,,,,unassigned,New Task 377,
,General Specification,2,,,,unassigned,New Task 378,
,Conceptual Design,2,,,,unassigned,New Task 379,
,Conceptual Design,1,,,,unassigned,New Task 380,
,Site Plan,2,,,,unassigned,New Task 381,
,Section Drawing,3,,,,unassigned,New Task 382,
,Finish Schedule,3,,,,unassigned,New Task 383,
,Design Development,2,,,,unassigned,New Task 384,
,Construction Document,1,,,,unassigned,New Task 385,
,Landscape Plan,2,,,,unassigned,New Task 386,2025-05-30
,Material Board,2,,,,unassigned,New Task 387,
,Lighting & Fixture Plan,3,,,,unassigned,New Task 388,
,Technical Specification,1,,,,unassigned,New Task 389,2025-05-11
,Hardscape Plan,1,,,,unassigned,New Task 390,
,Schematic Design,2,,,,unassigned,New Task 391,2025-05-27
,Door & Window Schedule,2,,,,unassigned,New Task 392,2025-05-17
,General Specification,2,,,,unassigned,New Task 393,2025-05-18
,Interior Layout Plan,3,,,,unassigned,New Task 394,2025-05-28
,Furniture Layout Plan,3,,,,unassigned,New Task 395,2025-05-30
,Permit Drawing,2,,,,unassigned,New Task 396,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 397,
,Partition Plan,2,,,,unassigned,New Task 398,
,Elevation Drawing,3,,,,unassigned,New Task 399,2025-05-4
,Schematic Design,1,,,,unassigned,New Task 400,2025-05-16
,Construction Document,1,,,,unassigned,New Task 401,
,Design Development,2,,,,unassigned,New Task 402,2025-05-28
,Conceptual Design,1,,,,unassigned,New Task 403,2025-05-6
,Landscape Plan,3,,,,unassigned,New Task 404,
,Interior Layout Plan,2,,,,unassigned,New Task 405,
,Elevation Drawing,1,,,,unassigned,New Task 406,
,3D Model,3,,,,unassigned,New Task 407,2025-05-21
,3D Render,3,,,,unassigned,New Task 408,2025-05-16
,Technical Specification,1,,,,unassigned,New Task 409,2025-05-10
,General Specification,1,,,,unassigned,New Task 410,
,Floor Plan,2,,,,unassigned,New Task 411,2025-05-26
,Custom Millwork & Joinery Drawing,1,,,,unassigned,New Task 412,
,General Specification,1,,,,unassigned,New Task 413,
,Roof Plan,3,,,,unassigned,New Task 414,
,Interior Layout Plan,3,,,,unassigned,New Task 415,2025-05-1
,General Specification,1,,,,unassigned,New Task 416,
,Material Board,3,,,,unassigned,New Task 417,
,Material Board,3,,,,unassigned,New Task 418,2025-05-7
,Landscape Plan,1,,,,unassigned,New Task 419,2025-05-24
,Reflected Ceiling Plan,1,,,,unassigned,New Task 420,
,Hardscape Plan,2,,,,unassigned,New Task 421,
,Site Plan,2,,,,unassigned,New Task 422,2025-05-10
,Furniture Layout Plan,2,,,,unassigned,New Task 423,
,Lighting & Fixture Plan,1,,,,unassigned,New Task 424,
,General Specification,1,,,,unassigned,New Task 425,2025-05-27
,Furniture Layout Plan,2,,,,unassigned,New Task 426,2025-05-18
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 427,2025-05-19
,Virtual Reality,3,,,,unassigned,New Task 428,2025-05-7
,Schematic Design,2,,,,unassigned,New Task 429,
,Technical Specification,2,,,,unassigned,New Task 430,2025-05-17
,Conceptual Design,3,,,,unassigned,New Task 431,2025-05-14
,Finish Schedule,3,,,,unassigned,New Task 432,2025-05-18
,General Specification,1,,,,unassigned,New Task 433,2025-05-24
,Door & Window Schedule,2,,,,unassigned,New Task 434,2025-05-13
,Design Development,2,,,,unassigned,New Task 435,
,Reflected Ceiling Plan,3,,,,unassigned,New Task 436,2025-05-2
,Permit Drawing,3,,,,unassigned,New Task 437,
,Zoning & Building Code Compliance,2,,,,unassigned,New Task 438,2025-05-26
,Hardscape Plan,3,,,,unassigned,New Task 439,
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 440,
,Material Board,2,,,,unassigned,New Task 441,2025-05-23
,Permit Drawing,3,,,,unassigned,New Task 442,2025-05-17
,Material Board,3,,,,unassigned,New Task 443,2025-05-3
,Zoning & Building Code Compliance,2,,,,unassigned,New Task 444,2025-05-8
,Technical Specification,3,,,,unassigned,New Task 445,2025-05-30
,Other,3,,,,unassigned,New Task 446,2025-05-20
,Lighting & Fixture Plan,3,,,,unassigned,New Task 447,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 448,2025-05-24
,Material Board,1,,,,unassigned,New Task 449,
,Design Development,1,,,,unassigned,New Task 450,2025-05-30
,Conceptual Design,3,,,,unassigned,New Task 451,2025-05-14
,Door & Window Schedule,1,,,,unassigned,New Task 452,2025-05-14
,Landscape Plan,3,,,,unassigned,New Task 453,
,Design Development,1,,,,unassigned,New Task 454,
,Design Development,2,,,,unassigned,New Task 455,
,Reflected Ceiling Plan,1,,,,unassigned,New Task 456,2025-05-8
,Landscape Plan,3,,,,unassigned,New Task 457,2025-05-7
,Technical Specification,1,,,,unassigned,New Task 458,2025-05-6
,Other,2,,,,unassigned,New Task 459,
,Design Development,1,,,,unassigned,New Task 460,
,Elevation Drawing,3,,,,unassigned,New Task 461,2025-05-15
,Construction Document,3,,,,unassigned,New Task 462,2025-05-22
,Floor Plan,1,,,,unassigned,New Task 463,
,Elevation Drawing,1,,,,unassigned,New Task 464,
,Schematic Design,3,,,,unassigned,New Task 465,
,Other,2,,,,unassigned,New Task 466,2025-05-10
,Material Board,1,,,,unassigned,New Task 467,2025-05-24
,Landscape Plan,3,,,,unassigned,New Task 468,2025-05-20
,Floor Plan,2,,,,unassigned,New Task 469,2025-05-1
,Lighting & Fixture Plan,1,,,,unassigned,New Task 470,
,Furniture Layout Plan,1,,,,unassigned,New Task 471,2025-05-17
,Landscape Plan,2,,,,unassigned,New Task 472,
,Landscape Plan,2,,,,unassigned,New Task 473,
,Lighting & Fixture Plan,1,,,,unassigned,New Task 474,2025-05-3
,Section Drawing,1,,,,unassigned,New Task 475,
,3D Model,3,,,,unassigned,New Task 476,2025-05-26
,Door & Window Schedule,3,,,,unassigned,New Task 477,
,Interior Layout Plan,2,,,,unassigned,New Task 478,2025-05-8
,3D Model,2,,,,unassigned,New Task 479,
,Interior Layout Plan,2,,,,unassigned,New Task 480,
,3D Render,2,,,,unassigned,New Task 481,
,Interior Layout Plan,2,,,,unassigned,New Task 482,2025-05-25
,Custom Millwork & Joinery Drawing,1,,,,unassigned,New Task 483,2025-05-30
,Interior Layout Plan,3,,,,unassigned,New Task 484,2025-05-18
,Reflected Ceiling Plan,3,,,,unassigned,New Task 485,
,Landscape Plan,2,,,,unassigned,New Task 486,
,Landscape Plan,1,,,,unassigned,New Task 487,2025-05-6
,3D Render,2,,,,unassigned,New Task 488,
,Elevation Drawing,3,,,,unassigned,New Task 489,2025-05-6
,Material Board,2,,,,unassigned,New Task 490,2025-05-28
,Finish Schedule,1,,,,unassigned,New Task 491,
,Section Drawing,3,,,,unassigned,New Task 492,2025-05-3
,Hardscape Plan,3,,,,unassigned,New Task 493,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 494,2025-05-16
,3D Render,1,,,,unassigned,New Task 495,
,Virtual Reality,2,,,,unassigned,New Task 496,2025-05-21
,Schematic Design,2,,,,unassigned,New Task 497,2025-05-29
,Schematic Design,2,,,,unassigned,New Task 498,
,Construction Document,1,,,,unassigned,New Task 499,2025-05-16
,Technical Specification,3,,,,unassigned,New Task 500,2025-05-17
,Interior Layout Plan,2,,,,unassigned,New Task 501,2025-05-12
,Technical Specification,2,,,,unassigned,New Task 502,2025-05-10
,General Specification,1,,,,unassigned,New Task 503,2025-05-24
,Custom Millwork & Joinery Drawing,2,,,,unassigned,New Task 504,2025-05-28
,Landscape Plan,2,,,,unassigned,New Task 505,
,Hardscape Plan,2,,,,unassigned,New Task 506,2025-05-25
,General Specification,2,,,,unassigned,New Task 507,
,Finish Schedule,3,,,,unassigned,New Task 508,2025-05-16
,General Specification,1,,,,unassigned,New Task 509,2025-05-27
,Other,1,,,,unassigned,New Task 510,2025-05-30
,Custom Millwork & Joinery Drawing,1,,,,unassigned,New Task 511,
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 512,
,Custom Millwork & Joinery Drawing,2,,,,unassigned,New Task 513,
,General Specification,3,,,,unassigned,New Task 514,2025-05-1
,3D Render,1,,,,unassigned,New Task 515,2025-05-25
,Partition Plan,1,,,,unassigned,New Task 516,2025-05-6
,Interior Layout Plan,1,,,,unassigned,New Task 517,2025-05-26
,Custom Millwork & Joinery Drawing,1,,,,unassigned,New Task 518,
,Partition Plan,3,,,,unassigned,New Task 519,
,Construction Document,2,,,,unassigned,New Task 520,
,Reflected Ceiling Plan,3,,,,unassigned,New Task 521,
,General Specification,2,,,,unassigned,New Task 522,
,Virtual Reality,1,,,,unassigned,New Task 523,
,Door & Window Schedule,2,,,,unassigned,New Task 524,
,3D Render,1,,,,unassigned,New Task 525,2025-05-21
,Finish Schedule,2,,,,unassigned,New Task 526,
,Door & Window Schedule,1,,,,unassigned,New Task 527,2025-05-11
,Permit Drawing,1,,,,unassigned,New Task 528,
,Furniture Layout Plan,1,,,,unassigned,New Task 529,2025-05-16
,Furniture Layout Plan,2,,,,unassigned,New Task 530,
,Elevation Drawing,2,,,,unassigned,New Task 531,2025-05-14
,Roof Plan,3,,,,unassigned,New Task 532,
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 533,
,Floor Plan,1,,,,unassigned,New Task 534,
,Landscape Plan,1,,,,unassigned,New Task 535,
,General Specification,2,,,,unassigned,New Task 536,2025-05-12
,Site Plan,1,,,,unassigned,New Task 537,
,3D Model,2,,,,unassigned,New Task 538,
,Finish Schedule,3,,,,unassigned,New Task 539,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 540,
,General Specification,2,,,,unassigned,New Task 541,
,Zoning & Building Code Compliance,2,,,,unassigned,New Task 542,2025-05-25
,3D Render,1,,,,unassigned,New Task 543,2025-05-17
,Interior Layout Plan,1,,,,unassigned,New Task 544,2025-05-20
,Lighting & Fixture Plan,2,,,,unassigned,New Task 545,
,General Specification,1,,,,unassigned,New Task 546,
,Finish Schedule,2,,,,unassigned,New Task 547,
,Permit Drawing,2,,,,unassigned,New Task 548,2025-05-1
,3D Render,2,,,,unassigned,New Task 549,
,Site Plan,2,,,,unassigned,New Task 550,
,3D Render,1,,,,unassigned,New Task 551,2025-05-28
,Section Drawing,1,,,,unassigned,New Task 552,2025-05-8
,Site Plan,3,,,,unassigned,New Task 553,
,Permit Drawing,3,,,,unassigned,New Task 554,
,Partition Plan,3,,,,unassigned,New Task 555,2025-05-19
,Material Board,1,,,,unassigned,New Task 556,2025-05-25
,3D Model,2,,,,unassigned,New Task 557,2025-05-17
,Interior Layout Plan,3,,,,unassigned,New Task 558,
,Section Drawing,3,,,,unassigned,New Task 559,2025-05-7
,Site Plan,2,,,,unassigned,New Task 560,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 561,
,3D Model,1,,,,unassigned,New Task 562,
,Door & Window Schedule,1,,,,unassigned,New Task 563,2025-05-12
,Design Development,1,,,,unassigned,New Task 564,2025-05-15
,Section Drawing,1,,,,unassigned,New Task 565,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 566,
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 567,
,3D Model,1,,,,unassigned,New Task 568,
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 569,2025-05-9
,Site Plan,2,,,,unassigned,New Task 570,2025-05-7
,Design Development,3,,,,unassigned,New Task 571,2025-05-24
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 572,2025-05-1
,Door & Window Schedule,2,,,,unassigned,New Task 573,
,Virtual Reality,2,,,,unassigned,New Task 574,2025-05-20
,Schematic Design,1,,,,unassigned,New Task 575,2025-05-18
,Schematic Design,1,,,,unassigned,New Task 576,
,Elevation Drawing,3,,,,unassigned,New Task 577,
,3D Render,1,,,,unassigned,New Task 578,
,Custom Millwork & Joinery Drawing,1,,,,unassigned,New Task 579,2025-05-5
,Site Plan,1,,,,unassigned,New Task 580,2025-05-22
,Site Plan,1,,,,unassigned,New Task 581,2025-05-18
,Floor Plan,2,,,,unassigned,New Task 582,
,General Specification,1,,,,unassigned,New Task 583,
,Partition Plan,2,,,,unassigned,New Task 584,2025-05-19
,General Specification,2,,,,unassigned,New Task 585,2025-05-9
,Reflected Ceiling Plan,1,,,,unassigned,New Task 586,2025-05-27
,Roof Plan,2,,,,unassigned,New Task 587,2025-05-8
,Material Board,2,,,,unassigned,New Task 588,2025-05-8
,General Specification,1,,,,unassigned,New Task 589,
,Elevation Drawing,2,,,,unassigned,New Task 590,2025-05-16
,Floor Plan,3,,,,unassigned,New Task 591,
,Reflected Ceiling Plan,3,,,,unassigned,New Task 592,2025-05-27
,Other,1,,,,unassigned,New Task 593,
,Lighting & Fixture Plan,2,,,,unassigned,New Task 594,
,Construction Document,1,,,,unassigned,New Task 595,
,3D Model,1,,,,unassigned,New Task 596,2025-05-2
,Hardscape Plan,2,,,,unassigned,New Task 597,2025-05-26
,Schematic Design,2,,,,unassigned,New Task 598,
,Furniture Layout Plan,3,,,,unassigned,New Task 599,
,General Specification,2,,,,unassigned,New Task 600,
,Material Board,1,,,,unassigned,New Task 601,2025-05-11
,Reflected Ceiling Plan,3,,,,unassigned,New Task 602,
,Hardscape Plan,1,,,,unassigned,New Task 603,2025-05-2
,Partition Plan,1,,,,unassigned,New Task 604,
,Custom Millwork & Joinery Drawing,2,,,,unassigned,New Task 605,
,Technical Specification,2,,,,unassigned,New Task 606,
,General Specification,1,,,,unassigned,New Task 607,
,Technical Specification,3,,,,unassigned,New Task 608,
,Interior Layout Plan,1,,,,unassigned,New Task 609,2025-05-21
,Reflected Ceiling Plan,2,,,,unassigned,New Task 610,2025-05-9
,Reflected Ceiling Plan,3,,,,unassigned,New Task 611,
,Other,3,,,,unassigned,New Task 612,2025-05-11
,Furniture Layout Plan,1,,,,unassigned,New Task 613,
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 614,2025-05-13
,Technical Specification,2,,,,unassigned,New Task 615,2025-05-21
,3D Model,3,,,,unassigned,New Task 616,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 617,2025-05-15
,Other,2,,,,unassigned,New Task 618,
,3D Render,3,,,,unassigned,New Task 619,2025-05-13
,Design Development,1,,,,unassigned,New Task 620,2025-05-23
,Conceptual Design,2,,,,unassigned,New Task 621,
,Other,1,,,,unassigned,New Task 622,2025-05-7
,Section Drawing,1,,,,unassigned,New Task 623,2025-05-10
,Lighting & Fixture Plan,2,,,,unassigned,New Task 624,2025-05-25
,Roof Plan,3,,,,unassigned,New Task 625,2025-05-14
,Conceptual Design,2,,,,unassigned,New Task 626,2025-05-11
,Finish Schedule,1,,,,unassigned,New Task 627,2025-05-26
,3D Model,2,,,,unassigned,New Task 628,
,Site Plan,1,,,,unassigned,New Task 629,2025-05-8
,Other,1,,,,unassigned,New Task 630,
,Permit Drawing,1,,,,unassigned,New Task 631,2025-05-30
,Reflected Ceiling Plan,3,,,,unassigned,New Task 632,2025-05-26
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 633,2025-05-13
,Other,3,,,,unassigned,New Task 634,
,Door & Window Schedule,1,,,,unassigned,New Task 635,2025-05-9
,Permit Drawing,2,,,,unassigned,New Task 636,2025-05-8
,3D Render,2,,,,unassigned,New Task 637,
,Material Board,2,,,,unassigned,New Task 638,
,Hardscape Plan,1,,,,unassigned,New Task 639,
,Construction Document,1,,,,unassigned,New Task 640,
,Virtual Reality,1,,,,unassigned,New Task 641,2025-05-29
,3D Model,1,,,,unassigned,New Task 642,2025-05-27
,Landscape Plan,2,,,,unassigned,New Task 643,
,Reflected Ceiling Plan,3,,,,unassigned,New Task 644,2025-05-20
,Design Development,2,,,,unassigned,New Task 645,2025-05-1
,3D Render,1,,,,unassigned,New Task 646,2025-05-30
,Zoning & Building Code Compliance,2,,,,unassigned,New Task 647,2025-05-24
,Permit Drawing,3,,,,unassigned,New Task 648,2025-05-19
,Reflected Ceiling Plan,2,,,,unassigned,New Task 649,2025-05-10
,Section Drawing,1,,,,unassigned,New Task 650,
,Interior Layout Plan,2,,,,unassigned,New Task 651,2025-05-24
,Construction Document,3,,,,unassigned,New Task 652,2025-05-7
,Landscape Plan,2,,,,unassigned,New Task 653,
,Construction Document,2,,,,unassigned,New Task 654,2025-05-25
,Custom Millwork & Joinery Drawing,1,,,,unassigned,New Task 655,2025-05-4
,Interior Layout Plan,3,,,,unassigned,New Task 656,2025-05-5
,Landscape Plan,3,,,,unassigned,New Task 657,2025-05-13
,Elevation Drawing,2,,,,unassigned,New Task 658,2025-05-29
,General Specification,2,,,,unassigned,New Task 659,
,Finish Schedule,1,,,,unassigned,New Task 660,2025-05-27
,Section Drawing,2,,,,unassigned,New Task 661,2025-05-5
,Interior Layout Plan,1,,,,unassigned,New Task 662,
,Floor Plan,1,,,,unassigned,New Task 663,
,3D Render,1,,,,unassigned,New Task 664,
,Landscape Plan,3,,,,unassigned,New Task 665,2025-05-27
,Furniture Layout Plan,3,,,,unassigned,New Task 666,
,Lighting & Fixture Plan,2,,,,unassigned,New Task 667,
,Elevation Drawing,3,,,,unassigned,New Task 668,
,Door & Window Schedule,2,,,,unassigned,New Task 669,
,Material Board,1,,,,unassigned,New Task 670,
,Virtual Reality,3,,,,unassigned,New Task 671,2025-05-4
,Construction Document,3,,,,unassigned,New Task 672,2025-05-7
,Door & Window Schedule,1,,,,unassigned,New Task 673,
,Conceptual Design,3,,,,unassigned,New Task 674,2025-05-23
,Roof Plan,2,,,,unassigned,New Task 675,
,Door & Window Schedule,2,,,,unassigned,New Task 676,2025-05-20
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 677,2025-05-5
,Lighting & Fixture Plan,1,,,,unassigned,New Task 678,2025-05-5
,Elevation Drawing,1,,,,unassigned,New Task 679,2025-05-23
,Roof Plan,2,,,,unassigned,New Task 680,
,Lighting & Fixture Plan,2,,,,unassigned,New Task 681,2025-05-5
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 682,
,Elevation Drawing,2,,,,unassigned,New Task 683,2025-05-7
,Conceptual Design,3,,,,unassigned,New Task 684,2025-05-26
,Material Board,1,,,,unassigned,New Task 685,
,Section Drawing,3,,,,unassigned,New Task 686,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 687,2025-05-9
,Floor Plan,2,,,,unassigned,New Task 688,
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 689,2025-05-12
,Roof Plan,2,,,,unassigned,New Task 690,
,Partition Plan,2,,,,unassigned,New Task 691,
,Site Plan,1,,,,unassigned,New Task 692,
,Hardscape Plan,3,,,,unassigned,New Task 693,
,Section Drawing,3,,,,unassigned,New Task 694,2025-05-24
,3D Model,2,,,,unassigned,New Task 695,2025-05-19
,Virtual Reality,1,,,,unassigned,New Task 696,2025-05-7
,Floor Plan,3,,,,unassigned,New Task 697,
,Site Plan,2,,,,unassigned,New Task 698,
,Elevation Drawing,2,,,,unassigned,New Task 699,2025-05-29
,Door & Window Schedule,3,,,,unassigned,New Task 700,2025-05-22
,Door & Window Schedule,2,,,,unassigned,New Task 701,2025-05-12
,Conceptual Design,1,,,,unassigned,New Task 702,2025-05-13
,Section Drawing,2,,,,unassigned,New Task 703,2025-05-28
,Floor Plan,1,,,,unassigned,New Task 704,2025-05-26
,Door & Window Schedule,2,,,,unassigned,New Task 705,2025-05-22
,Hardscape Plan,2,,,,unassigned,New Task 706,
,Virtual Reality,3,,,,unassigned,New Task 707,
,Construction Document,2,,,,unassigned,New Task 708,
,Permit Drawing,2,,,,unassigned,New Task 709,
,Partition Plan,2,,,,unassigned,New Task 710,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 711,2025-05-11
,Door & Window Schedule,1,,,,unassigned,New Task 712,
,Design Development,2,,,,unassigned,New Task 713,2025-05-8
,Material Board,2,,,,unassigned,New Task 714,2025-05-26
,Reflected Ceiling Plan,2,,,,unassigned,New Task 715,2025-05-22
,Site Plan,2,,,,unassigned,New Task 716,2025-05-8
,Conceptual Design,3,,,,unassigned,New Task 717,
,General Specification,3,,,,unassigned,New Task 718,2025-05-22
,Custom Millwork & Joinery Drawing,1,,,,unassigned,New Task 719,2025-05-9
,Virtual Reality,2,,,,unassigned,New Task 720,
,Furniture Layout Plan,2,,,,unassigned,New Task 721,
,Reflected Ceiling Plan,2,,,,unassigned,New Task 722,2025-05-20
,Furniture Layout Plan,3,,,,unassigned,New Task 723,2025-05-13
,Roof Plan,2,,,,unassigned,New Task 724,
,Section Drawing,2,,,,unassigned,New Task 725,
,Door & Window Schedule,2,,,,unassigned,New Task 726,
,Interior Layout Plan,1,,,,unassigned,New Task 727,2025-05-17
,Elevation Drawing,3,,,,unassigned,New Task 728,
,Technical Specification,2,,,,unassigned,New Task 729,2025-05-8
,Interior Layout Plan,3,,,,unassigned,New Task 730,2025-05-3
,Conceptual Design,2,,,,unassigned,New Task 731,
,Roof Plan,1,,,,unassigned,New Task 732,
,Other,2,,,,unassigned,New Task 733,
,Floor Plan,3,,,,unassigned,New Task 734,
,Lighting & Fixture Plan,3,,,,unassigned,New Task 735,
,Site Plan,3,,,,unassigned,New Task 736,2025-05-9
,Conceptual Design,1,,,,unassigned,New Task 737,2025-05-1
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 738,
,Construction Document,3,,,,unassigned,New Task 739,
,Door & Window Schedule,2,,,,unassigned,New Task 740,2025-05-4
,Partition Plan,2,,,,unassigned,New Task 741,
,Site Plan,3,,,,unassigned,New Task 742,2025-05-28
,Site Plan,2,,,,unassigned,New Task 743,2025-05-17
,Reflected Ceiling Plan,2,,,,unassigned,New Task 744,
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 745,
,Reflected Ceiling Plan,1,,,,unassigned,New Task 746,
,Interior Layout Plan,2,,,,unassigned,New Task 747,2025-05-26
,Section Drawing,3,,,,unassigned,New Task 748,
,Conceptual Design,3,,,,unassigned,New Task 749,2025-05-18
,Reflected Ceiling Plan,2,,,,unassigned,New Task 750,2025-05-2
,Door & Window Schedule,2,,,,unassigned,New Task 751,2025-05-2
,Lighting & Fixture Plan,1,,,,unassigned,New Task 752,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 753,
,Other,2,,,,unassigned,New Task 754,2025-05-19
,Technical Specification,1,,,,unassigned,New Task 755,
,Design Development,3,,,,unassigned,New Task 756,
,Site Plan,1,,,,unassigned,New Task 757,
,Elevation Drawing,3,,,,unassigned,New Task 758,2025-05-28
,Permit Drawing,2,,,,unassigned,New Task 759,
,Design Development,3,,,,unassigned,New Task 760,2025-05-5
,Landscape Plan,1,,,,unassigned,New Task 761,2025-05-4
,3D Render,1,,,,unassigned,New Task 762,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 763,2025-05-9
,Virtual Reality,2,,,,unassigned,New Task 764,
,Custom Millwork & Joinery Drawing,3,,,,unassigned,New Task 765,
,Finish Schedule,2,,,,unassigned,New Task 766,
,Site Plan,1,,,,unassigned,New Task 767,2025-05-2
,Elevation Drawing,3,,,,unassigned,New Task 768,2025-05-9
,Design Development,2,,,,unassigned,New Task 769,2025-05-26
,Reflected Ceiling Plan,1,,,,unassigned,New Task 770,2025-05-4
,Other,2,,,,unassigned,New Task 771,
,Roof Plan,3,,,,unassigned,New Task 772,
,Partition Plan,1,,,,unassigned,New Task 773,
,Virtual Reality,3,,,,unassigned,New Task 774,
,Landscape Plan,2,,,,unassigned,New Task 775,2025-05-21
,Other,2,,,,unassigned,New Task 776,
,3D Model,2,,,,unassigned,New Task 777,2025-05-27
,Design Development,1,,,,unassigned,New Task 778,2025-05-10
,Roof Plan,3,,,,unassigned,New Task 779,2025-05-28
,Permit Drawing,2,,,,unassigned,New Task 780,2025-05-16
,Permit Drawing,2,,,,unassigned,New Task 781,
,Elevation Drawing,3,,,,unassigned,New Task 782,
,Other,2,,,,unassigned,New Task 783,
,3D Model,3,,,,unassigned,New Task 784,
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 785,2025-05-11
,Door & Window Schedule,1,,,,unassigned,New Task 786,
,3D Model,1,,,,unassigned,New Task 787,
,Site Plan,3,,,,unassigned,New Task 788,
,Design Development,1,,,,unassigned,New Task 789,
,Conceptual Design,3,,,,unassigned,New Task 790,
,Reflected Ceiling Plan,3,,,,unassigned,New Task 791,2025-05-26
,Furniture Layout Plan,1,,,,unassigned,New Task 792,
,Permit Drawing,2,,,,unassigned,New Task 793,2025-05-1
,Conceptual Design,2,,,,unassigned,New Task 794,
,Conceptual Design,1,,,,unassigned,New Task 795,2025-05-5
,Door & Window Schedule,1,,,,unassigned,New Task 796,
,3D Model,3,,,,unassigned,New Task 797,
,Technical Specification,1,,,,unassigned,New Task 798,2025-05-16
,Schematic Design,1,,,,unassigned,New Task 799,2025-05-13
,Door & Window Schedule,1,,,,unassigned,New Task 800,2025-05-1
,Interior Layout Plan,1,,,,unassigned,New Task 801,2025-05-22
,Design Development,3,,,,unassigned,New Task 802,
,Landscape Plan,2,,,,unassigned,New Task 803,2025-05-13
,Lighting & Fixture Plan,1,,,,unassigned,New Task 804,
,Partition Plan,1,,,,unassigned,New Task 805,
,Zoning & Building Code Compliance,1,,,,unassigned,New Task 806,2025-05-23
,Custom Millwork & Joinery Drawing,2,,,,unassigned,New Task 807,
,Lighting & Fixture Plan,2,,,,unassigned,New Task 808,
,Design Development,2,,,,unassigned,New Task 809,
,Schematic Design,2,,,,unassigned,New Task 810,
,General Specification,2,,,,unassigned,New Task 811,2025-05-2
,Roof Plan,1,,,,unassigned,New Task 812,
,Floor Plan,1,,,,unassigned,New Task 813,2025-05-21
,Furniture Layout Plan,3,,,,unassigned,New Task 814,2025-05-14
,Schematic Design,1,,,,unassigned,New Task 815,2025-05-18
,Material Board,2,,,,unassigned,New Task 816,2025-05-2
,Virtual Reality,1,,,,unassigned,New Task 817,2025-05-25
,Schematic Design,1,,,,unassigned,New Task 818,2025-05-11
,Roof Plan,2,,,,unassigned,New Task 819,2025-05-22
,Permit Drawing,3,,,,unassigned,New Task 820,2025-05-1
,Zoning & Building Code Compliance,3,,,,unassigned,New Task 821,
,Hardscape Plan,2,,,,unassigned,New Task 822,2025-05-15
,Material Board,1,,,,unassigned,New Task 823,2025-05-10
,Interior Layout Plan,1,,,,unassigned,New Task 824,
,Lighting & Fixture Plan,2,,,,unassigned,New Task 825,
,Door & Window Schedule,2,,,,unassigned,New Task 826,2025-05-8
,Elevation Drawing,2,,,,unassigned,New Task 827,2025-05-1
,Section Drawing,3,,,,unassigned,New Task 828,
,Lighting & Fixture Plan,3,,,,unassigned,New Task 829,
,Site Plan,2,,,,unassigned,New Task 830,
,General Specification,1,,,,unassigned,New Task 831,
,Site Plan,3,,,,unassigned,New Task 832,
,Site Plan,1,,,,unassigned,New Task 833,
,Floor Plan,1,,,,unassigned,New Task 834,2025-05-21
,General Specification,1,,,,unassigned,New Task 835,2025-05-11
,Material Board,2,,,,unassigned,New Task 836,
,Virtual Reality,3,,,,unassigned,New Task 837,
