user_id,name,quality_score,task_id,title,description,type_of_task,priority_level,due_date
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.77,7929ea09-bba1-413e-a3a6-664bd4dbbaa6,Construction Documentation,Compile detailed construction drawings for city permit approval.,Floor Plan,High,2025-04-18
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.93,ff78c5db-51b3-4b8b-ab50-076adaa5633f,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,General Specification,High,2025-04-08
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.81,d63bf0a1-02f2-4de0-b983-945d9eca5c8b,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Site Plan,Low,2025-04-22
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.62,f07d7dd0-4c32-44b6-b699-4456eece6e76,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Roof Plan,Neutral,2025-04-30
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.96,fe4cb52e-fcd8-49be-a5d3-7160f541b7db,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Partition Plan,Neutral,2025-04-04
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.77,4c1a8721-ff83-4176-b4dc-2e9faad6c30d,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Elevation Drawing,Low,2025-04-11
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.92,4e3f4289-ec16-4e6d-b3be-0a33492a93f1,Structural Coordination,Coordinate with the structural engineer for beam placements.,Others,Neutral,2025-04-17
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.76,2716f77a-3949-453c-b141-61ffaaa8860a,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Furniture Layout Plan,High,2025-04-27
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.69,94f2aa68-1d83-468f-9ea4-b2bf20488606,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Elevation Drawing,Low,2025-04-20
db8f7e99-6511-47ed-8c2d-057f90c2d3ad,User 2,0.88,240a68be-44e7-45fa-92fb-183d26053475,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Finish Schedule,Neutral,2025-04-23
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.78,07c88933-db17-4939-af83-984f3b222f09,Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Material Board,Low,2025-04-18
2c56d310-1721-477f-afec-8afb6ecdc050,User 5,0.71,e8b95835-1ade-41db-b1e4-acecae2ef73b,Landscape Design Refinement,Enhance the planting layout for the residential garden.,Site Plan,Neutral,2025-04-13
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.68,85d0e92d-c999-4dc1-b50d-8b6004b51fb4,Construction Documentation,Compile detailed construction drawings for city permit approval.,Hardscape Plan,High,2025-04-19
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.79,796a77cb-333c-4dd8-9c45-94eb85916490,Structural Coordination,Coordinate with the structural engineer for beam placements.,Construction Document,High,2025-04-07
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.71,7901b91e-b715-4bf4-b51e-f1dadefb7836,Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Schematic Design,Neutral,2025-04-23
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.99,658e4129-feef-4d7c-a8c1-1f5c81cfd7d5,Construction Documentation,Compile detailed construction drawings for city permit approval.,Design Development,Low,2025-04-07
e118a99c-62db-4ecf-b3e7-21ca9f0c6f08,User 4,1.0,288a33fd-9ec3-47cf-978c-decea6e2eac2,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Landscape Plan,Neutral,2025-04-26
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.76,2ed5aa99-c616-473f-b64e-6b8972e028f0,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Hardscape Plan,Neutral,2025-04-25
31c0ec07-616a-4d60-9db4-cbb75bd98928,User 8,0.62,a951b2cf-0e5f-46fe-949c-cb7859edaca8,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Lighting & Fixture Plan,Low,2025-04-18
eda9e178-4308-4640-9d0e-386e9096f095,User 7,0.69,6f7964c6-c70f-4e51-8e90-004cf8dd422a,3D Model Development,Create a detailed 3D model for the client’s new residential project.,Technical Specification,Low,2025-05-03
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.93,838f0b85-cca1-467e-a68f-91cb0817bba1,Permit Drawing Submission,Prepare and submit permit drawings for approval.,Technical Specification,Neutral,2025-04-30
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.81,c6f89e5d-3e8d-493d-8597-a0b09a059cb0,Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Door & Window Schedule,Low,2025-04-16
93ba2297-6b06-4b1a-8027-fa46f18719e7,User 10,0.75,62bd0d9e-8597-492f-ad6a-def7d1a18d8c,Technical Specifications,Compile technical specifications for the construction phase.,3D Render,Neutral,2025-05-01
ca5a1f93-648f-4795-8ce0-eaf69044ffbf,User 3,0.97,5719bb2f-fcb2-4107-a0a4-7e750c7244d0,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Conceptual Design,High,2025-04-06
b5d488b2-8cba-4d5e-a7fe-4a626fdfb5bf,User 1,0.9,6479a882-952f-42a6-93dd-8742bb421cb7,Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Landscape Plan,High,2025-04-15
af501ad1-e93d-42c7-8c4c-7e29e64652e5,User 9,0.85,3d707091-82e1-4157-8872-176eb92181f6,Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Floor Plan,Low,2025-04-13
