title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Elevation Drawing,Neutral,2025-05-06,7,0.86,Floor Plan,0.91
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Lighting & Fixture Plan,High,2025-04-11,6,0.82,Reflected Ceiling Plan,0.91
Construction Documentation,Compile detailed construction drawings for city permit approval.,Permit Drawing,High,2025-04-23,9,0.98,Door & Window Schedule,0.82
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Virtual Reality,High,2025-05-03,8,0.87,Site Plan,0.86
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Lighting & Fixture Plan,Low,2025-04-21,1,0.89,Partition Plan,0.98
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Hardscape Plan,Neutral,2025-04-19,5,0.98,Interior Layout Plan,0.87
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Virtual Reality,Neutral,2025-04-12,3,0.86,Material Board,0.96
Technical Specifications,Compile technical specifications for the construction phase.,Hardscape Plan,Low,2025-05-02,3,0.97,General Specification,0.81
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Permit Drawing,Low,2025-04-12,2,1.0,Construction Document,0.93
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Landscape Plan,Neutral,2025-04-16,7,0.86,Zoning & Building Code Compliance,0.91
Structural Coordination,Coordinate with the structural engineer for beam placements.,Landscape Plan,Neutral,2025-04-21,7,0.9,Schematic Design,0.95
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Elevation Drawing,Neutral,2025-04-17,4,0.84,Construction Document,0.97
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Interior Layout Plan,Neutral,2025-04-22,10,0.81,Reflected Ceiling Plan,0.92
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Site Plan,Low,2025-04-18,4,0.97,Finish Schedule,0.95
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Construction Document,Neutral,2025-04-13,10,0.96,Material Board,0.92
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Finish Schedule,Low,2025-04-18,8,0.87,Technical Specification,0.8
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Conceptual Design,High,2025-05-01,8,0.82,3D Model,0.95
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Reflected Ceiling Plan,High,2025-04-29,10,0.91,Elevation Drawing,0.84
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Door & Window Schedule,High,2025-04-26,7,0.89,Roof Plan,0.91
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,3D Render,Neutral,2025-04-18,5,0.96,3D Model,0.81
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Virtual Reality,Low,2025-04-12,9,0.96,Virtual Reality,0.91
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Schematic Design,High,2025-05-02,6,0.8,Conceptual Design,0.84
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Technical Specification,Neutral,2025-05-10,4,0.83,Partition Plan,0.82
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Door & Window Schedule,Neutral,2025-04-17,10,0.94,Hardscape Plan,1.0
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Roof Plan,Low,2025-05-08,4,0.92,Reflected Ceiling Plan,0.82
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Site Plan,Low,2025-04-28,5,0.81,Others,0.93
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Elevation Drawing,Low,2025-05-01,7,0.92,Landscape Plan,0.86
Structural Coordination,Coordinate with the structural engineer for beam placements.,Technical Specification,Low,2025-05-06,5,0.9,Door & Window Schedule,0.82
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Door & Window Schedule,Neutral,2025-05-02,8,0.98,Roof Plan,0.95
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Design Development,Neutral,2025-05-07,4,0.98,Interior Layout Plan,0.92
Bid Package Compilation,Organize all documents needed for contractor bidding.,Door & Window Schedule,High,2025-04-20,1,0.86,Permit Drawing,0.94
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Conceptual Design,Low,2025-04-30,8,0.82,Furniture Layout Plan,0.91
Construction Documentation,Compile detailed construction drawings for city permit approval.,Material Board,Low,2025-05-03,10,0.81,General Specification,0.84
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Reflected Ceiling Plan,High,2025-05-06,6,0.88,Section Drawing,0.9
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Custom Millwork & Joinery Drawing,Neutral,2025-04-21,7,0.81,3D Render,1.0
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Floor Plan,Neutral,2025-04-30,1,0.93,Finish Schedule,0.98
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Construction Document,Neutral,2025-04-15,2,0.92,Material Board,0.97
Bid Package Compilation,Organize all documents needed for contractor bidding.,General Specification,High,2025-05-09,5,0.87,Conceptual Design,0.84
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Elevation Drawing,High,2025-05-01,9,0.95,Finish Schedule,0.97
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Design Development,Neutral,2025-04-16,1,0.97,Elevation Drawing,0.96
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,3D Model,High,2025-04-15,3,0.96,Site Plan,0.86
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Landscape Plan,Neutral,2025-05-03,2,0.98,Conceptual Design,0.82
Structural Coordination,Coordinate with the structural engineer for beam placements.,Permit Drawing,Low,2025-04-21,1,0.93,Interior Layout Plan,0.92
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Design Development,High,2025-04-25,8,0.85,Finish Schedule,0.92
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Schematic Design,Neutral,2025-04-27,5,0.9,Roof Plan,0.9
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",General Specification,High,2025-05-01,10,0.85,Technical Specification,0.89
Bid Package Compilation,Organize all documents needed for contractor bidding.,Permit Drawing,Low,2025-05-08,9,0.95,Section Drawing,0.98
General Specification Draft,Prepare general notes and material specifications for tender documents.,Permit Drawing,Neutral,2025-05-09,8,0.95,3D Render,0.96
Permit Drawing Submission,Prepare and submit permit drawings for approval.,3D Render,Low,2025-05-10,6,0.81,Reflected Ceiling Plan,0.95
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Conceptual Design,High,2025-04-26,10,0.93,Partition Plan,0.99
Technical Specifications,Compile technical specifications for the construction phase.,Conceptual Design,Neutral,2025-04-14,9,0.91,Door & Window Schedule,0.97
Green Roof Plan Development,Design the planting and drainage system for the green roof.,3D Render,Neutral,2025-05-07,4,0.98,Conceptual Design,0.94
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Floor Plan,Low,2025-04-29,10,0.96,Schematic Design,0.98
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Permit Drawing,Neutral,2025-05-10,2,0.91,Zoning & Building Code Compliance,0.92
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Virtual Reality,Low,2025-05-07,3,0.89,Virtual Reality,0.99
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Finish Schedule,Low,2025-05-02,1,0.97,Custom Millwork & Joinery Drawing,0.84
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Permit Drawing,Low,2025-05-01,4,0.96,Site Plan,0.96
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,3D Render,High,2025-04-12,7,0.95,Floor Plan,0.91
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Floor Plan,High,2025-04-14,10,0.9,Elevation Drawing,0.82
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Material Board,Low,2025-05-01,6,0.81,Schematic Design,0.96
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,3D Model,High,2025-04-13,4,0.94,Permit Drawing,0.83
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Reflected Ceiling Plan,Low,2025-05-03,10,0.89,Permit Drawing,0.87
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Site Plan,High,2025-05-06,5,0.91,Door & Window Schedule,0.84
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Conceptual Design,High,2025-04-15,2,0.85,Material Board,0.87
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Door & Window Schedule,Low,2025-05-04,3,0.85,Design Development,0.9
3D Model Development,Create a detailed 3D model for the client’s new residential project.,General Specification,High,2025-04-20,10,0.88,Furniture Layout Plan,0.91
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Custom Millwork & Joinery Drawing,Low,2025-05-05,9,0.94,General Specification,0.99
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Design Development,Neutral,2025-04-18,10,0.88,Material Board,0.95
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Conceptual Design,Low,2025-05-05,3,0.97,Virtual Reality,0.96
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Lighting & Fixture Plan,High,2025-05-04,6,0.82,Hardscape Plan,0.99
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Elevation Drawing,Neutral,2025-05-03,9,0.91,Conceptual Design,0.88
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Zoning & Building Code Compliance,Low,2025-04-30,5,0.93,Zoning & Building Code Compliance,0.81
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Zoning & Building Code Compliance,High,2025-04-25,7,0.99,Elevation Drawing,0.85
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Technical Specification,Neutral,2025-04-12,3,0.86,General Specification,0.91
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Partition Plan,High,2025-04-24,1,0.83,Lighting & Fixture Plan,0.9
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Interior Layout Plan,High,2025-04-28,5,0.82,Zoning & Building Code Compliance,0.91
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Roof Plan,Low,2025-05-03,2,0.89,Zoning & Building Code Compliance,0.98
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Virtual Reality,Neutral,2025-04-21,8,0.88,Construction Document,0.86
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Custom Millwork & Joinery Drawing,High,2025-04-24,4,0.95,Finish Schedule,0.81
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,3D Model,Neutral,2025-04-20,3,0.98,Custom Millwork & Joinery Drawing,0.85
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Section Drawing,Neutral,2025-04-13,2,0.89,Material Board,0.85
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Others,Neutral,2025-05-05,4,0.95,Elevation Drawing,0.94
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Section Drawing,Low,2025-04-30,2,0.91,Door & Window Schedule,0.9
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Hardscape Plan,Low,2025-04-21,6,0.86,Zoning & Building Code Compliance,0.85
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Lighting & Fixture Plan,High,2025-05-08,4,0.95,Elevation Drawing,0.91
Landscape Design Refinement,Enhance the planting layout for the residential garden.,3D Render,Low,2025-04-16,7,0.95,3D Model,0.88
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Conceptual Design,Neutral,2025-05-06,9,0.93,Hardscape Plan,0.94
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Virtual Reality,Neutral,2025-04-25,3,0.93,3D Render,0.92
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Material Board,Low,2025-04-30,4,0.8,Design Development,0.99
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Hardscape Plan,Neutral,2025-04-30,4,0.87,Lighting & Fixture Plan,0.8
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,3D Render,Neutral,2025-04-11,5,0.88,Interior Layout Plan,0.98
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Landscape Plan,Low,2025-04-26,4,0.92,Schematic Design,0.84
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Zoning & Building Code Compliance,Low,2025-04-14,4,0.92,3D Render,0.82
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Schematic Design,Low,2025-04-20,1,0.8,Roof Plan,0.92
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Partition Plan,High,2025-04-27,1,0.86,Virtual Reality,0.89
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Technical Specification,High,2025-04-19,6,0.81,Technical Specification,0.84
Structural Coordination,Coordinate with the structural engineer for beam placements.,Virtual Reality,Low,2025-05-07,10,0.84,Interior Layout Plan,0.91
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Schematic Design,High,2025-05-04,6,0.83,3D Render,0.92
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Floor Plan,Low,2025-04-12,9,0.96,Furniture Layout Plan,0.97
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Construction Document,High,2025-04-23,3,0.84,Virtual Reality,0.98
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Technical Specification,Low,2025-04-20,9,0.94,Custom Millwork & Joinery Drawing,0.92
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Material Board,Neutral,2025-04-30,7,0.83,3D Render,0.97
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Virtual Reality,Low,2025-05-02,1,1.0,General Specification,0.88
3D Model Development,Create a detailed 3D model for the client’s new residential project.,3D Model,Neutral,2025-04-14,6,0.94,Zoning & Building Code Compliance,1.0
Construction Documentation,Compile detailed construction drawings for city permit approval.,Permit Drawing,Neutral,2025-05-07,4,0.9,Site Plan,0.84
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Partition Plan,Low,2025-04-24,5,0.85,Conceptual Design,1.0
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Material Board,High,2025-05-09,2,0.94,Site Plan,0.98
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,3D Model,Low,2025-04-24,6,0.92,Technical Specification,0.91
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,General Specification,Neutral,2025-05-10,10,0.8,Roof Plan,0.82
Technical Specifications,Compile technical specifications for the construction phase.,3D Model,Neutral,2025-04-14,9,0.98,3D Render,1.0
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Custom Millwork & Joinery Drawing,Low,2025-04-24,3,0.86,Elevation Drawing,0.99
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Reflected Ceiling Plan,Neutral,2025-05-07,7,0.95,Site Plan,0.98
Construction Documentation,Compile detailed construction drawings for city permit approval.,Landscape Plan,Low,2025-04-18,4,0.92,Site Plan,0.86
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Design Development,High,2025-05-09,3,0.9,Furniture Layout Plan,0.92
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Construction Document,Low,2025-04-17,3,0.82,Schematic Design,1.0
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Landscape Plan,Low,2025-05-05,9,0.82,Conceptual Design,0.81
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Site Plan,High,2025-04-16,9,0.98,Material Board,0.84
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,General Specification,Neutral,2025-04-18,5,0.84,Elevation Drawing,0.94
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Lighting & Fixture Plan,High,2025-05-10,4,0.9,General Specification,0.81
3D Model Development,Create a detailed 3D model for the client’s new residential project.,3D Model,High,2025-04-22,10,0.97,Landscape Plan,0.95
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Door & Window Schedule,Low,2025-05-10,9,0.96,Elevation Drawing,0.91
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Custom Millwork & Joinery Drawing,High,2025-04-23,8,0.99,Landscape Plan,0.98
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Conceptual Design,Neutral,2025-04-11,3,0.91,Design Development,0.93
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Floor Plan,Neutral,2025-04-23,5,0.83,Section Drawing,0.88
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Floor Plan,High,2025-05-03,8,0.97,Design Development,0.97
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Finish Schedule,Low,2025-04-18,3,0.92,Finish Schedule,0.97
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Site Plan,Neutral,2025-04-28,2,0.93,3D Render,0.83
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Section Drawing,High,2025-04-16,2,0.98,Hardscape Plan,0.93
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Partition Plan,Neutral,2025-04-19,6,0.95,Door & Window Schedule,0.85
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Design Development,Low,2025-04-17,10,0.93,Others,0.91
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Custom Millwork & Joinery Drawing,Neutral,2025-04-20,3,0.88,3D Model,0.87
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Landscape Plan,Low,2025-04-26,10,0.95,Site Plan,0.92
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Technical Specification,Neutral,2025-04-21,9,0.98,Material Board,0.85
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Hardscape Plan,Low,2025-04-23,8,0.98,3D Render,0.87
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Interior Layout Plan,High,2025-04-12,9,0.95,3D Model,0.94
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Section Drawing,High,2025-04-17,2,0.93,Door & Window Schedule,0.82
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Door & Window Schedule,High,2025-04-22,7,0.99,Material Board,0.91
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Door & Window Schedule,Low,2025-04-25,4,0.9,Hardscape Plan,0.82
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Door & Window Schedule,High,2025-04-11,10,0.8,Elevation Drawing,0.83
Construction Site Visit,Visit the site to verify dimensions before construction begins.,3D Model,Neutral,2025-04-19,6,0.95,Elevation Drawing,0.8
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Construction Document,Neutral,2025-04-20,7,0.91,Custom Millwork & Joinery Drawing,0.91
Technical Specifications,Compile technical specifications for the construction phase.,Zoning & Building Code Compliance,Neutral,2025-04-26,4,0.88,Section Drawing,0.9
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Design Development,Neutral,2025-05-04,5,0.82,Virtual Reality,0.83
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Site Plan,Neutral,2025-04-28,1,0.91,Zoning & Building Code Compliance,0.84
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Roof Plan,Low,2025-05-06,2,0.87,Schematic Design,0.86
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Landscape Plan,Low,2025-05-08,3,0.85,Zoning & Building Code Compliance,0.94
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,3D Render,Neutral,2025-04-21,2,0.84,Permit Drawing,0.98
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",General Specification,High,2025-04-29,5,0.81,Elevation Drawing,0.91
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Landscape Plan,Low,2025-04-26,2,0.91,Virtual Reality,0.83
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Construction Document,Low,2025-04-24,4,0.89,Floor Plan,0.9
Bid Package Compilation,Organize all documents needed for contractor bidding.,Technical Specification,Low,2025-05-08,3,0.86,Zoning & Building Code Compliance,0.86
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Interior Layout Plan,Neutral,2025-05-07,4,0.98,Lighting & Fixture Plan,1.0
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Elevation Drawing,Low,2025-05-10,4,0.89,Furniture Layout Plan,0.82
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Conceptual Design,Low,2025-04-24,10,0.86,Material Board,0.94
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Others,High,2025-05-07,10,0.92,Others,0.9
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Floor Plan,Neutral,2025-04-24,3,1.0,Partition Plan,0.87
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Reflected Ceiling Plan,Neutral,2025-04-18,3,0.94,Design Development,0.89
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Permit Drawing,High,2025-04-16,10,0.97,Section Drawing,0.94
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Landscape Plan,Neutral,2025-04-26,8,0.99,General Specification,0.97
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Technical Specification,High,2025-04-20,3,0.88,Virtual Reality,0.89
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Site Plan,Neutral,2025-05-04,6,0.92,Construction Document,0.92
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Permit Drawing,Low,2025-05-04,8,0.92,Permit Drawing,0.91
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Hardscape Plan,High,2025-04-23,1,0.81,3D Model,0.88
Client Feedback Revisions,Implement client-requested changes into the design presentation.,3D Model,High,2025-04-22,8,0.82,Site Plan,0.84
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Lighting & Fixture Plan,Neutral,2025-04-30,3,0.92,Zoning & Building Code Compliance,1.0
Structural Coordination,Coordinate with the structural engineer for beam placements.,Finish Schedule,Neutral,2025-04-13,1,0.95,3D Render,0.86
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Technical Specification,High,2025-04-23,10,0.98,Elevation Drawing,0.82
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,3D Model,Neutral,2025-05-02,8,0.82,3D Render,0.88
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Permit Drawing,Neutral,2025-04-20,4,0.9,Landscape Plan,0.84
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Finish Schedule,Neutral,2025-05-04,6,0.93,Interior Layout Plan,0.87
Construction Documentation,Compile detailed construction drawings for city permit approval.,Permit Drawing,Neutral,2025-04-14,2,0.94,Technical Specification,0.86
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Roof Plan,Low,2025-04-13,6,0.86,Design Development,0.82
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Finish Schedule,High,2025-04-13,9,0.82,Virtual Reality,0.85
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Design Development,Neutral,2025-04-25,3,0.94,Technical Specification,0.89
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Door & Window Schedule,Low,2025-04-26,5,0.84,3D Render,0.95
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Technical Specification,Neutral,2025-05-05,3,0.82,Partition Plan,0.84
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Schematic Design,High,2025-04-18,3,0.84,Schematic Design,0.8
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,3D Model,Low,2025-04-29,2,0.94,Conceptual Design,0.99
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Door & Window Schedule,High,2025-04-20,4,0.99,Hardscape Plan,0.98
Construction Documentation,Compile detailed construction drawings for city permit approval.,Reflected Ceiling Plan,Low,2025-04-13,1,0.81,Landscape Plan,0.99
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Material Board,Low,2025-04-19,1,0.85,Elevation Drawing,0.84
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Finish Schedule,High,2025-05-01,2,0.93,Finish Schedule,0.84
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Reflected Ceiling Plan,High,2025-05-04,8,0.99,Site Plan,0.89
Structural Coordination,Coordinate with the structural engineer for beam placements.,Interior Layout Plan,Neutral,2025-04-17,7,0.91,Permit Drawing,0.89
General Specification Draft,Prepare general notes and material specifications for tender documents.,Furniture Layout Plan,Low,2025-04-15,3,0.81,Partition Plan,0.86
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Partition Plan,Neutral,2025-05-01,4,0.94,Landscape Plan,0.85
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Landscape Plan,Low,2025-04-14,5,0.92,Partition Plan,0.95
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,General Specification,High,2025-04-18,3,0.92,Design Development,0.95
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Custom Millwork & Joinery Drawing,Low,2025-04-24,2,0.99,Material Board,0.98
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Custom Millwork & Joinery Drawing,High,2025-04-14,7,0.81,Elevation Drawing,0.9
Bid Package Compilation,Organize all documents needed for contractor bidding.,Floor Plan,Neutral,2025-04-22,4,0.99,Floor Plan,0.95
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Roof Plan,Neutral,2025-04-18,10,0.98,Section Drawing,0.9
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Hardscape Plan,Low,2025-04-30,8,0.84,Custom Millwork & Joinery Drawing,0.86
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Zoning & Building Code Compliance,Low,2025-04-17,7,0.95,Permit Drawing,0.92
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Roof Plan,Low,2025-04-28,7,0.84,Conceptual Design,0.97
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Furniture Layout Plan,High,2025-04-12,7,0.91,Reflected Ceiling Plan,0.93
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Design Development,Neutral,2025-04-30,1,0.87,Finish Schedule,0.89
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Elevation Drawing,Neutral,2025-05-06,7,0.9,Partition Plan,0.97
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Lighting & Fixture Plan,Low,2025-04-30,10,0.92,General Specification,0.94
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Design Development,Neutral,2025-04-27,4,0.91,Technical Specification,0.84
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Roof Plan,Neutral,2025-04-29,1,0.92,Hardscape Plan,0.84
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Virtual Reality,Low,2025-05-06,8,0.81,Elevation Drawing,0.9
Bid Package Compilation,Organize all documents needed for contractor bidding.,Reflected Ceiling Plan,Low,2025-05-09,9,0.8,Reflected Ceiling Plan,0.9
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Landscape Plan,High,2025-04-14,3,0.87,Schematic Design,0.96
