title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Elevation Drawing,Neutral,2025-04-12,7,0.49,Zoning & Building Code Compliance,0.3
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Reflected Ceiling Plan,Low,2025-05-06,5,0.4,Furniture Layout Plan,0.18
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Roof Plan,Neutral,2025-04-29,4,0.3,Reflected Ceiling Plan,0.26
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",General Specification,Neutral,2025-04-29,9,0.29,Virtual Reality,0.26
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Site Plan,High,2025-04-18,7,0.19,Custom Millwork & Joinery Drawing,0.34
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Design Development,Neutral,2025-04-27,4,0.43,3D Render,0.29
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Elevation Drawing,High,2025-04-22,7,0.25,Schematic Design,0.35
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Finish Schedule,High,2025-04-18,4,0.52,Hardscape Plan,0.4
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Technical Specification,High,2025-05-02,5,0.25,Finish Schedule,0.35
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Door & Window Schedule,High,2025-04-24,7,0.37,Hardscape Plan,0.37
General Specification Draft,Prepare general notes and material specifications for tender documents.,Others,Low,2025-04-25,3,0.23,Custom Millwork & Joinery Drawing,0.15
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Schematic Design,Neutral,2025-05-01,2,0.35,Interior Layout Plan,0.27
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,3D Render,Low,2025-04-25,4,0.43,3D Model,0.19
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Others,Low,2025-05-08,3,0.55,Elevation Drawing,0.21
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Section Drawing,High,2025-04-24,7,0.24,Finish Schedule,0.35
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Construction Document,Neutral,2025-04-19,10,0.07,Virtual Reality,0.21
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",General Specification,High,2025-05-09,5,0.16,Site Plan,0.33
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Interior Layout Plan,High,2025-04-13,4,0.13,Interior Layout Plan,0.63
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,General Specification,High,2025-04-19,6,0.56,Floor Plan,0.41
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Section Drawing,Neutral,2025-04-11,3,0.16,Schematic Design,0.23
Construction Documentation,Compile detailed construction drawings for city permit approval.,Conceptual Design,Low,2025-04-20,9,0.16,Technical Specification,0.13
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Others,Neutral,2025-04-25,3,0.64,Construction Document,0.33
General Specification Draft,Prepare general notes and material specifications for tender documents.,Landscape Plan,High,2025-04-16,6,0.44,Permit Drawing,0.39
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Furniture Layout Plan,High,2025-05-10,3,0.74,Custom Millwork & Joinery Drawing,0.45
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Permit Drawing,Neutral,2025-04-25,5,0.2,Hardscape Plan,0.24
Bid Package Compilation,Organize all documents needed for contractor bidding.,Elevation Drawing,Low,2025-05-09,2,0.19,Elevation Drawing,0.44
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Custom Millwork & Joinery Drawing,Low,2025-04-30,1,0.05,Others,0.11
Construction Documentation,Compile detailed construction drawings for city permit approval.,Construction Document,High,2025-04-18,6,0.11,Interior Layout Plan,0.32
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Zoning & Building Code Compliance,High,2025-04-30,7,0.28,3D Model,0.36
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Material Board,Neutral,2025-04-13,1,0.15,3D Render,0.23
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Partition Plan,Neutral,2025-04-13,10,0.17,Schematic Design,0.23
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Schematic Design,High,2025-04-17,3,0.12,Permit Drawing,0.32
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Design Development,Low,2025-04-25,8,0.14,Roof Plan,0.13
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Floor Plan,Low,2025-04-20,5,0.3,Reflected Ceiling Plan,0.16
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Partition Plan,Neutral,2025-04-16,5,0.23,Construction Document,0.25
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Technical Specification,Low,2025-04-16,8,0.44,Conceptual Design,0.19
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,General Specification,High,2025-04-12,4,0.07,General Specification,0.61
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,3D Model,Neutral,2025-05-02,5,0.1,Material Board,0.22
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,3D Model,Low,2025-04-23,4,0.58,Interior Layout Plan,0.22
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Technical Specification,High,2025-05-10,3,0.34,Permit Drawing,0.37
Construction Documentation,Compile detailed construction drawings for city permit approval.,3D Render,Neutral,2025-05-01,1,0.31,Virtual Reality,0.26
Accessibility Audit,Review floor plans for compliance with accessibility standards.,General Specification,Low,2025-05-03,5,0.14,Construction Document,0.13
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Elevation Drawing,Neutral,2025-05-08,3,0.4,3D Render,0.28
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Door & Window Schedule,Neutral,2025-04-28,8,0.13,Door & Window Schedule,0.53
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",3D Render,High,2025-04-17,8,0.02,Reflected Ceiling Plan,0.3
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,General Specification,High,2025-05-08,6,0.59,Interior Layout Plan,0.42
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Others,High,2025-04-14,3,0.51,Conceptual Design,0.4
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Material Board,Low,2025-05-02,3,0.2,Schematic Design,0.14
Technical Specifications,Compile technical specifications for the construction phase.,Landscape Plan,Neutral,2025-05-06,1,0.36,Reflected Ceiling Plan,0.27
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Reflected Ceiling Plan,High,2025-04-18,7,0.08,3D Model,0.32
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Conceptual Design,Low,2025-05-08,10,0.15,Lighting & Fixture Plan,0.13
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Elevation Drawing,Low,2025-04-24,9,0.12,Schematic Design,0.12
Bid Package Compilation,Organize all documents needed for contractor bidding.,Material Board,Low,2025-05-01,4,0.17,Others,0.13
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Virtual Reality,Neutral,2025-04-18,10,0.12,Elevation Drawing,0.22
Technical Specifications,Compile technical specifications for the construction phase.,Schematic Design,Low,2025-04-19,4,0.6,Virtual Reality,0.22
Structural Coordination,Coordinate with the structural engineer for beam placements.,Furniture Layout Plan,High,2025-04-15,7,0.38,Finish Schedule,0.38
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Elevation Drawing,Low,2025-05-04,8,0.27,Finish Schedule,0.15
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Landscape Plan,Neutral,2025-04-18,9,0.03,Reflected Ceiling Plan,0.21
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Elevation Drawing,Low,2025-05-01,9,0.23,Elevation Drawing,0.45
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Technical Specification,Neutral,2025-04-20,2,0.1,Floor Plan,0.22
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Hardscape Plan,Low,2025-04-17,5,0.46,General Specification,0.19
Construction Documentation,Compile detailed construction drawings for city permit approval.,Section Drawing,Low,2025-05-09,8,0.07,Site Plan,0.11
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Elevation Drawing,Low,2025-04-23,6,0.27,General Specification,0.15
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Construction Document,Low,2025-04-17,1,0.38,Finish Schedule,0.18
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Zoning & Building Code Compliance,Low,2025-04-12,2,0.37,Design Development,0.17
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Zoning & Building Code Compliance,Low,2025-05-06,7,0.14,Furniture Layout Plan,0.13
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Lighting & Fixture Plan,High,2025-04-20,1,0.36,Site Plan,0.37
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Technical Specification,Low,2025-05-05,9,0.43,Design Development,0.19
Structural Coordination,Coordinate with the structural engineer for beam placements.,3D Model,Low,2025-04-17,5,0.35,Material Board,0.17
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Zoning & Building Code Compliance,Low,2025-04-14,9,0.29,Others,0.16
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,3D Render,Neutral,2025-04-11,6,0.38,Landscape Plan,0.28
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Landscape Plan,Low,2025-04-15,8,0.15,Permit Drawing,0.13
Technical Specifications,Compile technical specifications for the construction phase.,Door & Window Schedule,High,2025-04-29,3,0.72,Section Drawing,0.44
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Floor Plan,Low,2025-04-24,2,0.23,Construction Document,0.15
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Hardscape Plan,Low,2025-05-06,3,0.27,Landscape Plan,0.15
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Zoning & Building Code Compliance,High,2025-04-25,9,0.09,Construction Document,0.32
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Roof Plan,Neutral,2025-04-21,3,0.32,Schematic Design,0.26
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Technical Specification,Neutral,2025-04-23,6,0.2,Floor Plan,0.24
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Virtual Reality,Low,2025-04-14,4,0.18,Reflected Ceiling Plan,0.14
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Material Board,Neutral,2025-05-08,3,0.41,Finish Schedule,0.28
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Partition Plan,Low,2025-05-03,10,0.05,Virtual Reality,0.11
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Design Development,Low,2025-05-03,2,0.36,Interior Layout Plan,0.17
Construction Documentation,Compile detailed construction drawings for city permit approval.,Zoning & Building Code Compliance,Neutral,2025-04-26,10,0.14,Schematic Design,0.23
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Custom Millwork & Joinery Drawing,Neutral,2025-04-16,10,0.22,Permit Drawing,0.24
Landscape Design Refinement,Enhance the planting layout for the residential garden.,General Specification,High,2025-04-28,5,0.31,Finish Schedule,0.36
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Custom Millwork & Joinery Drawing,Low,2025-05-10,5,0.3,Roof Plan,0.16
Technical Specifications,Compile technical specifications for the construction phase.,Interior Layout Plan,Neutral,2025-04-17,8,0.36,Custom Millwork & Joinery Drawing,0.27
General Specification Draft,Prepare general notes and material specifications for tender documents.,General Specification,Neutral,2025-05-04,7,0.35,Permit Drawing,0.27
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Floor Plan,Low,2025-04-14,7,0.32,3D Render,0.16
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Technical Specification,High,2025-04-15,9,0.07,3D Model,0.31
Technical Specifications,Compile technical specifications for the construction phase.,Site Plan,Low,2025-04-30,6,0.16,Design Development,0.13
Client Feedback Revisions,Implement client-requested changes into the design presentation.,3D Render,Neutral,2025-05-07,1,0.17,Others,0.23
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Design Development,Neutral,2025-04-21,10,0.32,Door & Window Schedule,0.26
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Floor Plan,Neutral,2025-04-20,4,0.39,Conceptual Design,0.28
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Interior Layout Plan,Low,2025-04-23,8,0.46,3D Render,0.19
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Roof Plan,Low,2025-04-27,3,0.06,Conceptual Design,0.11
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Schematic Design,Low,2025-05-09,7,0.19,Door & Window Schedule,0.14
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,3D Model,High,2025-05-09,5,0.22,Permit Drawing,0.34
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Technical Specification,Neutral,2025-05-04,4,0.22,General Specification,0.24
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Schematic Design,Low,2025-05-05,5,0.1,Furniture Layout Plan,0.12
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,General Specification,Low,2025-04-27,6,0.28,Hardscape Plan,0.16
Construction Documentation,Compile detailed construction drawings for city permit approval.,Technical Specification,Low,2025-05-03,4,0.16,Construction Document,0.13
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Floor Plan,High,2025-04-29,7,0.14,Site Plan,0.33
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Conceptual Design,Low,2025-04-16,10,0.13,Zoning & Building Code Compliance,0.13
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Finish Schedule,Neutral,2025-04-29,10,0.85,Roof Plan,0.37
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Partition Plan,Low,2025-04-29,5,0.13,Furniture Layout Plan,0.13
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Construction Document,High,2025-05-08,8,0.3,3D Model,0.36
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,3D Render,Neutral,2025-04-13,7,0.08,Landscape Plan,0.22
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Schematic Design,Neutral,2025-04-20,1,0.35,3D Render,0.27
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Roof Plan,Neutral,2025-05-06,3,0.31,Landscape Plan,0.26
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Elevation Drawing,Neutral,2025-04-11,5,0.55,Design Development,0.31
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Virtual Reality,Neutral,2025-04-22,3,0.34,3D Render,0.27
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Elevation Drawing,High,2025-04-27,5,0.15,Reflected Ceiling Plan,0.33
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Construction Document,Neutral,2025-04-12,10,0.28,Schematic Design,0.26
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Hardscape Plan,Neutral,2025-04-13,2,0.34,Construction Document,0.27
General Specification Draft,Prepare general notes and material specifications for tender documents.,Design Development,High,2025-04-24,3,0.31,Partition Plan,0.36
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Permit Drawing,Low,2025-04-26,8,0.16,Elevation Drawing,0.13
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Floor Plan,Neutral,2025-04-20,10,0.17,Permit Drawing,0.23
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Reflected Ceiling Plan,Low,2025-05-09,9,0.12,Technical Specification,0.12
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Finish Schedule,Low,2025-05-08,1,0.46,Virtual Reality,0.19
Technical Specifications,Compile technical specifications for the construction phase.,Custom Millwork & Joinery Drawing,Neutral,2025-05-06,2,0.08,General Specification,0.22
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",General Specification,Low,2025-05-06,8,0.59,Design Development,0.22
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Elevation Drawing,Neutral,2025-04-12,2,0.08,Landscape Plan,0.22
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Virtual Reality,Neutral,2025-04-24,10,0.07,Zoning & Building Code Compliance,0.21
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Elevation Drawing,Neutral,2025-05-07,8,0.11,3D Model,0.22
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Others,Low,2025-04-15,10,0.26,Material Board,0.15
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Technical Specification,High,2025-05-06,4,0.52,Roof Plan,0.4
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Conceptual Design,High,2025-05-07,10,0.44,Door & Window Schedule,0.39
Construction Documentation,Compile detailed construction drawings for city permit approval.,Design Development,Neutral,2025-05-07,5,0.05,3D Model,0.21
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,General Specification,Neutral,2025-04-20,2,0.36,Section Drawing,0.27
General Specification Draft,Prepare general notes and material specifications for tender documents.,Interior Layout Plan,Neutral,2025-05-10,6,0.28,Section Drawing,0.26
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Conceptual Design,Neutral,2025-04-23,2,0.25,Technical Specification,0.25
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Furniture Layout Plan,Neutral,2025-04-15,1,0.1,Finish Schedule,0.22
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Construction Document,Low,2025-04-23,10,0.49,Interior Layout Plan,0.2
Construction Site Visit,Visit the site to verify dimensions before construction begins.,3D Model,High,2025-04-22,6,0.32,Interior Layout Plan,0.36
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Elevation Drawing,Low,2025-04-18,3,0.41,Elevation Drawing,0.48
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Site Plan,Neutral,2025-04-30,6,0.24,Door & Window Schedule,0.25
General Specification Draft,Prepare general notes and material specifications for tender documents.,Technical Specification,Low,2025-05-09,2,0.27,Zoning & Building Code Compliance,0.15
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,3D Model,High,2025-05-10,6,0.18,Virtual Reality,0.34
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Custom Millwork & Joinery Drawing,Neutral,2025-04-21,9,0.19,Finish Schedule,0.24
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Furniture Layout Plan,High,2025-05-09,2,0.24,Lighting & Fixture Plan,0.35
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Material Board,High,2025-04-28,3,0.61,3D Model,0.42
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,General Specification,High,2025-04-22,3,0.19,Design Development,0.34
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Zoning & Building Code Compliance,High,2025-04-27,4,0.6,Construction Document,0.42
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Material Board,Low,2025-04-21,1,0.56,Construction Document,0.21
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Landscape Plan,High,2025-04-15,9,0.08,Hardscape Plan,0.32
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Floor Plan,Low,2025-04-23,1,0.7,Roof Plan,0.24
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Partition Plan,High,2025-04-19,8,0.05,Section Drawing,0.31
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Hardscape Plan,Neutral,2025-05-02,7,0.48,Permit Drawing,0.3
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Roof Plan,High,2025-05-09,6,0.22,General Specification,0.34
Technical Specifications,Compile technical specifications for the construction phase.,Material Board,Low,2025-05-04,7,0.18,Custom Millwork & Joinery Drawing,0.14
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Elevation Drawing,Neutral,2025-05-08,10,0.44,Permit Drawing,0.29
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Others,High,2025-04-20,1,0.2,Landscape Plan,0.34
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Reflected Ceiling Plan,Low,2025-05-09,5,0.17,Elevation Drawing,0.13
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Finish Schedule,Neutral,2025-05-05,8,0.43,3D Model,0.29
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Zoning & Building Code Compliance,High,2025-05-03,4,0.41,Elevation Drawing,0.38
Structural Coordination,Coordinate with the structural engineer for beam placements.,Virtual Reality,High,2025-04-23,6,0.68,3D Model,0.44
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Others,Neutral,2025-04-29,4,0.31,Design Development,0.26
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Reflected Ceiling Plan,Neutral,2025-04-25,7,0.12,Furniture Layout Plan,0.22
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Finish Schedule,Neutral,2025-05-10,2,0.4,Custom Millwork & Joinery Drawing,0.28
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Lighting & Fixture Plan,Low,2025-04-17,9,0.23,3D Model,0.15
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Construction Document,Low,2025-04-11,7,0.14,Finish Schedule,0.13
General Specification Draft,Prepare general notes and material specifications for tender documents.,Section Drawing,High,2025-05-08,7,0.07,Material Board,0.31
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Lighting & Fixture Plan,Neutral,2025-05-02,10,0.39,Others,0.28
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Interior Layout Plan,Neutral,2025-04-22,8,0.08,Others,0.22
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Conceptual Design,Low,2025-04-30,10,0.61,Technical Specification,0.22
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Design Development,Neutral,2025-04-12,10,0.28,Partition Plan,0.26
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Reflected Ceiling Plan,High,2025-05-02,10,0.12,Hardscape Plan,0.32
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Zoning & Building Code Compliance,High,2025-04-24,9,0.19,Construction Document,0.34
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Interior Layout Plan,High,2025-04-13,8,0.11,Floor Plan,0.32
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Virtual Reality,Neutral,2025-04-11,4,0.14,General Specification,0.23
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Site Plan,High,2025-04-24,4,0.17,Schematic Design,0.33
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Construction Document,Neutral,2025-04-23,6,0.07,Site Plan,0.21
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Others,Low,2025-04-25,7,0.24,Section Drawing,0.15
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Interior Layout Plan,Neutral,2025-04-27,7,0.57,Partition Plan,0.31
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Elevation Drawing,Neutral,2025-04-13,5,0.34,Permit Drawing,0.27
Construction Documentation,Compile detailed construction drawings for city permit approval.,Zoning & Building Code Compliance,Low,2025-05-03,4,0.18,Finish Schedule,0.14
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Hardscape Plan,High,2025-04-21,8,0.28,Design Development,0.36
Construction Documentation,Compile detailed construction drawings for city permit approval.,Material Board,Low,2025-04-14,8,0.23,Construction Document,0.15
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Finish Schedule,Neutral,2025-04-12,2,0.19,Virtual Reality,0.24
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Site Plan,Neutral,2025-04-22,9,0.06,Door & Window Schedule,0.21
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Schematic Design,Neutral,2025-05-05,3,0.22,Construction Document,0.24
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Custom Millwork & Joinery Drawing,High,2025-04-25,4,0.37,Reflected Ceiling Plan,0.37
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Conceptual Design,Neutral,2025-04-29,8,0.59,Others,0.32
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Section Drawing,Low,2025-05-08,10,0.66,3D Model,0.23
Bid Package Compilation,Organize all documents needed for contractor bidding.,Custom Millwork & Joinery Drawing,High,2025-04-19,7,0.41,Finish Schedule,0.38
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Site Plan,Low,2025-04-16,1,0.4,Schematic Design,0.18
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Schematic Design,High,2025-05-01,3,0.54,General Specification,0.41
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Section Drawing,Low,2025-04-13,1,0.1,Conceptual Design,0.12
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Zoning & Building Code Compliance,Low,2025-04-21,10,0.5,Section Drawing,0.2
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Zoning & Building Code Compliance,High,2025-05-05,6,0.49,Reflected Ceiling Plan,0.4
Technical Specifications,Compile technical specifications for the construction phase.,Lighting & Fixture Plan,High,2025-05-01,1,0.57,Elevation Drawing,0.41
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Landscape Plan,Low,2025-04-17,8,0.09,Hardscape Plan,0.12
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Partition Plan,Neutral,2025-05-07,2,0.47,Hardscape Plan,0.29
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Design Development,Low,2025-04-20,6,0.12,Reflected Ceiling Plan,0.12
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Virtual Reality,Neutral,2025-04-20,3,0.19,Virtual Reality,0.54
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Permit Drawing,High,2025-04-20,10,0.43,Custom Millwork & Joinery Drawing,0.39
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Zoning & Building Code Compliance,Neutral,2025-04-23,10,0.3,Hardscape Plan,0.26
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Lighting & Fixture Plan,High,2025-04-16,1,0.29,Material Board,0.36
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Partition Plan,Low,2025-04-14,5,0.58,Hardscape Plan,0.22
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Design Development,Low,2025-05-01,6,0.44,Zoning & Building Code Compliance,0.19
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Custom Millwork & Joinery Drawing,Low,2025-05-10,7,0.14,Reflected Ceiling Plan,0.13
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Permit Drawing,Low,2025-04-24,4,0.19,Lighting & Fixture Plan,0.14
Technical Specifications,Compile technical specifications for the construction phase.,Finish Schedule,High,2025-05-02,9,0.13,Section Drawing,0.33
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Interior Layout Plan,High,2025-04-28,10,0.27,Design Development,0.35
